N,P,K,temperature,humidity,ph,rainfall,label
43,63,36,21.849072084750787,67.75377749133754,6.721768477160405,95.35498135466725,soybean
50,65,45,23.6057790381837,73.63586815738097,7.447975227761052,124.71507508432173,soybean
53,63,48,21.08966763347493,70.96555744097613,6.044309662961348,126.10845152027994,soybean
53,62,49,19.852644333478388,64.36448219043011,6.2636531798897135,86.39681553360136,soybean
44,61,31,20.067088467815807,67.93119799943113,6.548997599932203,64.15073025110317,soybean
63,58,44,24.342863286249965,69.49989882386453,6.8593241372447755,88.80576729072271,soybean
47,69,33,18.02136393043497,72.36812435805976,6.900410571857274,126.2989295611827,soybean
66,50,45,25.214671658519556,67.29599214823838,7.383378876647088,82.08567634144227,soybean
54,61,34,25.812131236582147,66.64106747386693,7.4411578549381545,108.81687342422978,soybean
64,64,42,20.644197870109934,68.7832732749333,6.8212048754937555,67.81595506037954,soybean
54,59,39,21.548808051544263,60.20704664936017,7.112229439107325,67.58877133978586,soybean
59,58,45,24.763609622429115,60.67580292484257,7.008974341650841,102.386000538173,soybean
40,55,31,23.5411956565283,70.82668149781864,7.3026368804896755,97.74367064796154,soybean
53,67,33,25.396971606736376,69.39388400947547,6.409880747569758,69.26033094711408,soybean
59,59,48,20.052116527164678,68.50129426848076,6.2622434090748245,74.49421572133994,soybean
61,53,38,19.17323733466729,74.50025720175239,7.162334642965123,84.52343903971172,soybean
43,54,47,22.56017778141168,70.21529419765054,6.54106240408969,95.7755549801987,soybean
68,65,43,23.76529258532698,71.46262700976206,6.025683239188637,133.27883888790416,soybean
40,56,44,25.54505762230437,75.98011208349347,7.429334538677298,81.37432432754454,soybean
62,69,38,23.338853995340028,65.32274775532584,6.3026904404267725,131.9490231127706,soybean
60,58,47,18.215331927530215,70.78254408842163,6.837478097192514,92.19223191636829,soybean
62,52,31,19.159342390818423,67.24355085142524,6.9358283927184,94.6467401087031,soybean
46,65,48,19.14411377236157,73.63148006623643,6.115130241432517,75.34910012454962,soybean
67,64,38,19.49751887039021,73.1981397566402,7.186950179750095,106.0839336543481,soybean
59,53,45,19.167783424091986,73.86489206704567,6.9754168677648725,85.72214071553546,soybean
64,69,46,25.55413180164298,70.23112039192414,7.190145193207749,73.22331007890139,soybean
52,68,41,24.947553907936843,65.11299190898393,7.166380095801945,119.15615900085648,soybean
41,61,30,22.070569135967148,60.4576708164747,6.334749255468898,80.74141849350978,soybean
60,63,35,22.953317567805712,66.09847216058368,7.200958022060641,64.74426635637687,soybean
64,54,31,23.290596678450918,78.26963772536504,6.24870084750011,65.43889234340854,soybean
58,63,47,20.727816254995734,65.89665961258174,6.280958795635829,85.58017630294472,soybean
45,61,42,20.694918067670564,70.71416432604587,6.806456890374031,129.37340385367997,soybean
59,69,42,23.36041075399644,63.63710184011867,6.129481565460615,94.03959959125675,soybean
59,66,35,25.96072979793004,70.97749759310882,7.024749332603084,111.39739767360027,soybean
63,58,32,25.82363853375368,78.58582953311844,6.871686225901573,121.20115781739003,soybean
65,60,41,19.30801768207376,70.50496877541315,6.98587141916941,77.43935549866113,soybean
51,61,38,25.817290388568217,75.32540430437565,7.174897303052097,125.2375843376775,soybean
49,54,42,22.988757802082098,74.08998681251636,6.067069217839352,110.07575761581239,soybean
66,58,47,25.161362523497253,66.90053989324474,7.463694811209532,91.58615722569408,soybean
101,53,65,20.11086482394139,69.57857671866073,5.8296729012223505,77.09019528626273,tomato
110,40,77,23.37970581248802,69.83314710951498,6.909013146118463,63.2353430386335,tomato
107,47,78,20.99748390564763,70.0850024102562,6.688649533998224,60.45366392542771,tomato
83,47,79,22.074590715579635,72.11259215114686,6.448509948752745,50.228824241666686,tomato
112,41,80,23.608946407679856,63.003547699381485,6.397209632824106,44.882091778166284,tomato
102,53,74,23.59196800109687,61.58662790263341,5.69496850678019,77.08926048576355,tomato
92,47,89,21.412297677752875,60.26212043252708,5.696325757169701,51.14446454547303,tomato
108,47,85,24.946976431114102,61.44763899339397,6.313293091771846,82.93993822678453,tomato
85,57,85,20.14649956118894,69.94981495936881,6.803729664751795,78.72968405984018,tomato
102,46,79,27.56995174226724,63.58265974612952,6.600779431465037,77.17445071017971,tomato
88,50,75,27.59536195182555,75.00253768334218,5.869373379720568,54.97470541170325,tomato
98,53,66,26.361741636497847,65.95622608171966,6.096564499146425,77.96534720765787,tomato
111,54,71,20.21993210273803,60.35428611455802,6.001775279616477,78.73947569597325,tomato
94,44,73,18.93059691956783,60.55408688636803,5.631098665405954,76.7778144373298,tomato
119,47,61,18.234114641401817,72.58225905747263,6.849443380205399,88.48081061981074,tomato
114,54,80,20.6629149205999,68.9676222820926,6.425493764122759,74.93580867267166,tomato
99,51,74,24.663073769706745,68.91754885536335,6.27523597297668,84.01632790680169,tomato
97,58,83,23.60963418184292,71.23107628342795,5.505093386716224,77.3187007755107,tomato
112,45,66,21.58538813098057,68.72760524469604,5.538837468761646,72.9507079798074,tomato
108,41,62,19.017824668650718,79.30220997634582,6.752398383433368,42.534128615182446,tomato
84,49,89,19.312281637474708,73.03409899588097,6.242649940282517,77.31375722037676,tomato
104,55,71,20.966599615985544,66.98482759688322,6.345799097941246,83.63211852065562,tomato
110,53,64,27.912194074883928,78.53608893395997,6.254732848898016,87.76747787615376,tomato
93,53,60,19.287821266052987,62.15026725724671,6.480564854955791,87.18877001563922,tomato
88,50,63,22.132702022071918,68.9822491282079,6.481853868518198,58.385177004178885,tomato
94,42,73,20.71108533124002,67.0157850026544,6.2888454619283625,48.479633452153315,tomato
90,50,70,18.3670318984525,62.25645754640391,6.869020183039008,48.66143059885494,tomato
96,54,64,19.91347969952888,74.33195988855961,6.510202342777454,63.74012992313812,tomato
88,49,70,19.463728694943146,64.90255091630871,5.776530448263617,81.91517980199536,tomato
119,42,82,25.416789426261396,62.4942282544602,6.119299778067313,75.12151066818647,tomato
118,49,82,23.423792534668266,77.46241880459198,6.619976781851393,87.19199685514987,tomato
108,47,75,25.97685935647823,77.89570330696753,6.846500749041163,61.198333111885226,tomato
112,51,87,23.111143294218607,70.68494884717977,6.560651370020066,87.69494706514064,tomato
116,41,86,23.24862250205743,68.84993666085883,6.645176164499244,86.68003223279618,tomato
85,40,81,27.243057798999036,60.275160198225386,6.9319032640427825,65.7920435324532,tomato
101,51,85,18.213783087700236,62.91774751766198,6.622787492946927,58.6075094281004,tomato
88,40,87,23.88435832814431,68.12572218420436,6.921505451564627,72.3109871248781,tomato
83,47,84,22.57503615938861,70.06010861378068,5.922279652124901,62.86082197660802,tomato
112,58,84,24.666903292167653,70.63883744578342,5.905029576532017,57.17527894184764,tomato
115,46,84,20.941011530785097,74.4420190768135,6.915150818251163,89.00240046842036,tomato
100,45,63,27.189063614261908,71.55611777477483,5.648278215776142,60.83658132196577,tomato
104,45,73,19.953092722695764,70.91220361978452,6.671190874746609,73.57480615264019,tomato
103,40,68,23.714192222601422,69.92354004222219,6.952920413829269,64.664872675609,tomato
87,45,62,24.44588551070948,71.88321189858519,6.230901619784048,40.11733727790308,tomato
108,52,61,21.24762832864246,64.76355565419378,6.114619934197557,87.88543686161375,tomato
90,42,89,20.929990851120202,61.38922402919733,6.207392160596417,58.13761570570884,tomato
107,43,69,21.315602716055473,66.45550781920558,6.744492657687671,68.78718899128675,tomato
102,58,77,27.898471192979358,68.14122997233098,5.84691909082604,44.36290996626573,tomato
81,59,74,25.981954856498653,66.28395565238412,6.028088475641521,87.05282550573153,tomato
99,43,79,21.700458336384557,69.52333170792858,5.7968918602702635,40.486238035782485,tomato
118,51,62,18.460453072592227,72.81195531102826,5.71481327910381,44.11866663268251,tomato
87,40,74,19.471111353862018,68.56345005052128,6.453972684786686,58.543969108520685,tomato
101,44,67,23.07779426918971,78.63976933135751,6.431229891352014,76.54013165633111,tomato
113,51,81,25.753765423026053,65.28149159838456,6.032922379063168,82.31787487310217,tomato
90,49,72,23.30293356209328,62.313604039935555,5.53073724681577,41.38970467596616,tomato
108,55,83,25.320887161695953,66.99422744188041,5.55991395675058,43.38771755720957,tomato
119,49,77,23.095992944782836,61.90460016304069,6.059794749843592,85.98775164315478,tomato
106,54,75,19.25508803363124,65.66675473320149,6.352036729359748,44.59014804831993,tomato
111,41,74,19.91021865409268,63.39500642081583,6.838867809653837,66.11977867428752,tomato
80,44,85,24.04652664409386,63.16319728271401,6.0389343479442426,52.81543503904264,tomato
104,46,61,23.29557978024991,79.04946078765909,6.466926527142326,51.46298140124639,tomato
109,53,88,18.04736993752728,66.35050907116269,6.632076373479835,70.94022869750901,tomato
86,43,70,18.936490570365944,60.43039450372416,6.833889309465048,69.8927678166954,tomato
80,53,72,22.113727499020303,74.24734689607311,6.677673658350118,84.89127279616253,tomato
111,46,80,25.83686343293485,71.25655094347583,5.52276326255586,62.4668210280913,tomato
108,46,75,19.45440001828258,75.05496586511525,6.270066504304577,72.83133729328334,tomato
119,55,69,23.06009569938177,60.92683412695516,6.075927583643382,44.127035646438664,tomato
115,42,73,26.765158166300523,72.27746970635201,5.743161617266359,87.72076071403876,tomato
118,47,86,18.79864481654354,73.87331508794836,6.53044229866631,85.8954013808303,tomato
80,53,71,23.058945815045057,73.79509327412892,5.704721623514092,85.59626486626293,tomato
85,48,87,19.229202135067936,66.46875888641334,6.574245373090317,88.5595247614499,tomato
89,48,70,23.986702636564317,64.5154803584815,6.635820623966333,85.34505493885591,tomato
105,54,75,27.0887079696115,68.23098305727606,6.360938389168813,56.210611495926415,tomato
95,48,63,24.309145784144132,73.73822516451713,6.790566174560469,75.3493713365159,tomato
98,59,60,27.46932836097875,68.08290100393104,6.954779461480088,56.00068341130279,tomato
107,53,78,19.20343021774677,61.541766045172864,6.589944670632196,55.81189653254279,tomato
93,49,65,19.264640914299395,60.00669694019926,5.773777680093325,73.15387127888944,tomato
81,59,87,22.357764764009723,67.09183554934998,5.923491683898658,54.06907414039624,tomato
101,58,63,27.85705949518627,70.55600106918321,5.584769390996286,67.52189055255809,tomato
119,43,60,19.734209185334453,78.93526102945245,6.548152027813383,71.47727116352118,tomato
81,53,81,21.006035667984413,61.78259805166296,5.551620713123139,51.80084210706062,tomato
119,45,61,18.02735163983917,67.66749888915248,5.629694684547622,56.62325999142157,tomato
90,46,87,21.148036321402472,65.73605923369642,6.362546297429421,64.63718135308241,tomato
106,44,73,27.98542992438536,70.51147828236779,5.515424728917851,64.06826216230195,tomato
85,44,62,20.70951436340043,68.01635316419086,5.95172445107637,85.42109115464902,tomato
119,58,70,20.14896165252663,65.48468671635045,6.198952888763014,68.49603970487154,tomato
119,44,87,25.39157734767912,68.93195000361872,6.25984807121788,80.65645130050129,tomato
91,51,89,19.837738398432784,77.35472905849454,6.3213747818985375,69.68092466513347,tomato
115,54,79,22.44486404285962,72.10776668097104,6.7413374292104145,89.25917310445311,tomato
94,50,76,22.80835588183252,77.32592464658491,6.549649033891021,69.89276512550668,tomato
116,52,81,21.116703727364712,76.45801607461526,5.9787234694969476,61.96039340941539,tomato
108,42,79,21.013975131223496,68.01146920197755,5.685001721908127,40.82260215550464,tomato
80,55,84,19.835209404342862,65.69043175198141,6.600141731808566,51.82912343170702,tomato
114,40,88,24.6656088004232,65.77749048617316,6.548062328554677,58.1612925830051,tomato
102,55,66,25.386752408847578,73.65532081191833,6.626095987755274,48.142365985042645,tomato
113,48,86,18.851231671087934,72.17750732506761,5.773010457007132,51.08046936636369,tomato
91,43,73,23.523823132038657,62.13510516887495,6.515377575589685,75.56923374809341,tomato
108,58,77,20.41640160971952,66.50051580895861,6.26848048577054,78.91062072569542,tomato
112,58,70,22.537672891558138,67.37242327207821,5.626704899894097,43.112486266568794,tomato
97,56,61,22.799881560225387,74.38984471162574,6.384252069379674,85.34458774054444,tomato
100,58,89,16.881303358461302,81.06431169186149,5.968050705879357,91.76180110551081,potato
80,52,74,20.928128530574362,84.97614455075002,6.379362149530051,57.76522773797578,potato
96,59,81,10.005954831041006,83.69819590975477,5.809482320706279,51.61458077636955,potato
118,51,93,15.225329395457141,72.32162762609802,5.614500933086165,85.07012836950742,potato
86,57,72,16.1303917616257,77.33316168902141,6.056256900828253,99.16386755257892,potato
92,52,75,12.627413815029934,74.23872930133156,5.574024422460884,52.85871899985935,potato
91,60,77,11.561067309184526,84.68491297478381,5.601543305497515,79.60299827622961,potato
119,58,78,10.84097668832951,75.9543794152808,5.857330141839524,66.57326524090779,potato
93,63,71,20.938758326858252,71.15777807690507,6.329412128058941,78.42384789773016,potato
109,51,86,20.245617322249153,75.66155975081263,6.105849992990688,98.40578990998257,potato
83,59,98,10.045263951762491,84.18457201883032,5.46520596608047,98.27161780850943,potato
85,52,99,18.473311237529536,79.25611084404952,5.550659112945984,77.61990259602793,potato
100,62,99,18.71526950337373,83.65005052746127,5.288962808690084,80.2192258623622,potato
97,68,88,18.660379957112283,70.13913344394771,5.3427218826490845,109.88357533587794,potato
112,50,75,21.925304671303053,77.17720359912799,5.879427078763194,70.13488733488634,potato
114,68,86,16.23686967224488,81.16708700067144,6.201874417621358,108.01112017464821,potato
103,60,83,12.628635277873762,78.72193175615038,6.131348778578808,117.71653244485393,potato
119,58,84,16.26425739812943,82.11709006901049,5.309822178549376,99.36197959798997,potato
100,59,92,15.14415463521369,80.33107752133503,5.665492124283481,74.00005637791948,potato
80,52,87,15.34871250538774,78.05131724703968,5.276532810661375,56.98540583599171,potato
91,50,85,14.074328125034135,75.71007943312246,5.417958967792298,103.91382251806344,potato
93,56,94,20.44656143047672,71.6117126773253,6.2899195779670425,111.90104760452184,potato
84,53,73,17.779866724519128,75.61855921713219,6.427072861308828,89.49271549766104,potato
99,69,97,13.786354448227499,75.09774047667969,6.26666652717621,55.215029160807546,potato
112,61,88,21.84671465213607,78.93876415069913,5.2422154688766796,92.42380640980622,potato
86,56,88,15.588924589831645,76.15032368647962,6.445498266619874,96.91582948046134,potato
82,62,97,13.158537577092662,83.17133353429882,5.2570334844438005,62.318347133060996,potato
113,54,77,12.036037290850318,78.67180917097694,5.5964469253982685,54.94048142912003,potato
89,67,83,11.422733706430549,81.59912969744006,5.471265129950925,76.84832484313495,potato
107,66,86,17.191366093812015,84.25001055325995,6.251828331396307,61.97960236735114,potato
98,65,87,20.842765748958694,77.17537194072075,5.118709923315574,89.52960063067476,potato
116,64,83,17.04017405282526,70.9216005407351,5.719989103774405,63.423473409022044,potato
95,56,89,12.465865916365534,73.63808959549418,5.4132740947671785,95.63142641705768,potato
113,67,87,19.46759862802396,82.77454526428338,5.199233239305303,52.94073880572144,potato
104,50,90,20.689917636326435,70.23168109831137,5.830936378064049,71.90716552058332,potato
115,55,89,10.213868669950742,76.85756061519534,5.791263511224384,84.56028465082912,potato
86,65,79,15.281755846512475,82.99077792268251,5.953752415804181,77.6720602047713,potato
91,51,76,20.7086247489085,75.50473463164847,5.916420993482627,91.0339856991827,potato
96,64,99,14.042757702614567,82.4403604416209,5.055277881669001,77.078704410313,potato
87,52,72,21.098848622696927,84.6744111885312,5.448754483811726,75.3708302596746,potato
106,53,96,19.98484079843717,78.45225440403946,6.112639556544745,67.2376819219535,potato
83,54,81,18.353860082867204,76.27440420335675,6.28614855482911,118.34365628629105,potato
113,52,77,15.000388265353159,81.97293327840832,6.1939991849456675,76.22571859838435,potato
80,53,74,12.478019095921738,75.67417454993178,6.145280678078829,115.3507198079079,potato
108,52,85,13.276758903230139,82.74130425457534,5.250438453428078,107.53218887182535,potato
93,66,76,11.310750673864947,83.60144848466064,5.520118722184865,100.09140761738273,potato
80,59,95,16.446127794195142,76.362319013463,5.321530363027009,54.491819415655755,potato
103,56,73,12.855410092742268,81.92612524903774,5.041841575697558,64.51558897908787,potato
106,66,83,19.1831283295514,70.6078926211912,6.050628576593387,100.63207708071394,potato
86,50,88,17.886558760227256,84.4789860298768,6.271606612479948,77.86638250999175,potato
117,51,75,15.08030127551963,72.55389228859455,5.964815570730632,94.72621044071838,potato
110,65,87,10.312592597265455,81.80394447668152,5.970245948436758,63.39349776402388,potato
108,59,87,15.253201521972393,73.1953437841969,6.104797148254657,103.3222318059488,potato
84,54,71,18.975744031326382,73.29818001300775,6.486787739416714,83.69772932665663,potato
96,67,92,13.863879419340511,77.89606455921657,5.656047790386315,60.030421114521076,potato
111,69,70,15.140438761704068,73.22380974977342,5.795539051019585,114.0330010791143,potato
107,58,76,21.706204069328727,71.635803012215,5.022793894528654,92.23533283075054,potato
101,63,89,16.4762843899471,71.95067412157154,5.618122152180766,116.47056497964391,potato
115,67,98,19.206769984731032,70.51763263543229,5.157900884250417,56.291537755742915,potato
86,67,76,15.067581417984293,83.06029712058508,5.882617872120887,55.335418730522875,potato
115,69,95,13.80114070923912,71.11985355250853,5.886610833329595,110.97913326787341,potato
84,53,83,11.648233448391546,80.9040686150792,6.408144821268257,96.71334633816281,potato
106,67,75,13.327388468919327,80.5241532460326,6.371135291022145,102.23342241307418,potato
84,52,97,17.40881336279982,83.71384761863176,5.381381435624661,87.72448189093541,potato
107,50,79,12.980055557728605,73.09379707841883,5.136249817395461,67.38656463136059,potato
102,59,96,15.693624162569918,84.18519282408062,6.205134877982815,92.8410667865889,potato
108,58,76,16.375271690568695,70.88427904552839,5.037074480789816,73.2296293341667,potato
82,63,73,21.52830448359296,83.821879883507,6.42793677855252,75.72063990828916,potato
98,53,76,10.140201675940943,80.20873992202826,5.315148170323084,104.88755910896218,potato
97,66,80,20.868138606999945,78.45667591043161,5.855732507271833,51.34381829134732,potato
94,60,93,15.194833965951432,74.69833206565916,5.1508902713502,93.11472924325221,potato
97,52,92,12.191116489462445,79.91464912466445,5.263698268473653,104.6766353225602,potato
84,61,87,13.336004729494212,76.46820763428099,5.918329710547193,118.47475113397373,potato
89,60,83,19.24254765976991,74.8141388183598,5.049633834186362,57.35810828049957,potato
114,69,83,16.811420650736757,82.86286113360704,6.12205783434716,114.95871939149455,potato
113,52,71,14.094430118182299,77.3914329625314,5.659059492858517,59.64445844090892,potato
90,53,90,13.91609057978594,76.36026836043683,6.391857643311727,80.17298955103007,potato
87,65,90,21.91643015351176,72.06523859588718,5.309862378418674,111.68612718931473,potato
83,65,80,12.767661060268477,79.19507116055573,5.443347877897253,73.19334440377442,potato
99,58,76,12.006752789719386,76.45952182709368,5.444809603096928,78.49060091945861,potato
102,58,72,14.54015485379165,81.51777229564566,5.556668315667994,117.05499563770708,potato
116,62,90,15.223297937242323,70.68794995253761,5.148812332675206,89.67114476584483,potato
81,57,80,11.78885246445717,73.44662089565654,5.812500007525094,89.83805206905744,potato
101,57,95,14.556435462245492,77.02913789493505,6.413598717274904,55.389885089184055,potato
89,50,83,17.31020266976092,82.63125040741008,5.710415420475434,105.30766709783316,potato
118,63,84,18.219851890177914,72.49506591940363,6.069540239320624,85.31217868868075,potato
96,56,96,16.782144230203524,78.80971496383502,5.6174657888188495,64.85293262968389,potato
109,51,75,15.971155074472307,82.19533759722957,5.432681891194894,109.885027411511,potato
86,53,76,16.515574987772617,83.76406673255482,5.713937274602015,69.5938021870566,potato
92,69,91,17.407989229544683,74.02493804933646,6.241204883219643,104.29443371231123,potato
85,60,79,20.992906963471647,84.45928641353814,5.607198448046443,81.18180096837366,potato
105,54,73,11.106729319456296,75.83783427891223,5.094366030799431,64.74327186166964,potato
107,61,85,11.992355349270953,73.65427541135088,5.606100522581215,107.92110450640598,potato
119,69,97,14.677781129806876,71.22217866255981,6.0179135174302525,107.38605164597558,potato
100,63,96,12.015820566806559,72.24620330610625,6.438855815025621,94.55218583706096,potato
117,62,70,19.167173762080555,76.28830190785978,6.395917219624325,84.94105230967419,potato
108,61,78,11.109067009421771,79.72520385308081,5.984148098485182,93.78360312287148,potato
107,58,83,11.545214216744595,84.16172022653609,6.076234137527189,115.30185772347247,potato
80,57,72,19.70529021865968,79.9400516943553,6.304806256792513,106.82367758084828,potato
111,62,70,10.64193003334913,72.61822315200753,6.483986115077901,70.97266506665531,potato
82,59,65,21.34400314553547,72.22234337699646,6.702556717128123,44.1024760794683,onion
85,57,56,19.335896091940544,62.135596718814014,6.9556731839291945,43.64711967313606,onion
78,42,70,14.812441534321106,70.8343982137126,6.759736188634125,40.20395388154111,onion
84,59,50,19.526623156741262,68.55752703770347,6.106892268973224,48.529620101954805,onion
70,44,71,21.77289607384887,62.1271617233251,6.672542075973219,77.93200649411872,onion
83,59,79,20.81160967641528,71.62549314542687,6.646832274206995,78.2721745558574,onion
79,40,76,15.096365676653878,68.4309981652555,6.212624388013459,79.32444629078512,onion
67,50,56,21.653529471325136,73.58232189365907,6.5598172619331,37.73208580821171,onion
82,42,73,20.222705283188184,74.19562283733912,6.723429646952593,59.23888925388343,onion
83,57,63,14.205757227595553,74.25992050301826,5.907973001884123,77.72434612486586,onion
76,50,61,21.48285113744889,68.25093216546375,6.581079278094287,77.9113682592637,onion
74,54,79,23.36491840983438,66.97588789787775,6.8648637700543755,57.590307190102706,onion
89,56,54,13.041203832427103,73.75299174018885,6.200924035922862,78.41492868745073,onion
82,59,58,14.134747266229613,66.77975306733595,6.04884047607989,66.52028564145537,onion
75,46,51,21.694370368161024,66.58060888038067,6.876436339905314,45.90520360426505,onion
70,42,69,17.97511206792024,65.63013985147822,6.5994051192872965,65.19680645739496,onion
81,59,52,18.350296064484212,62.27982759371238,6.325372616627435,67.90682358992517,onion
73,43,72,16.020392489454043,64.48607396082483,6.270024982771849,79.95814663831305,onion
65,49,57,12.768755373851064,61.33783550032597,5.9322768741437635,57.53259323208836,onion
79,48,75,19.50114463157599,69.96852563450776,6.256142316916337,60.942445083399065,onion
65,54,54,22.266453055263263,70.59867069254642,6.78143779282054,60.300313008215,onion
79,52,61,17.453699030474596,74.43536330447043,6.28402474160171,47.07527922662861,onion
66,47,74,23.171765162850626,69.91300170221726,6.894169476013974,39.377407277615944,onion
62,46,51,21.923623416571758,66.21737536278255,5.904984288581614,62.11607383138623,onion
86,49,55,20.44981527161786,67.22297807909487,6.221170192169148,41.6704939628583,onion
72,56,65,23.404692800409588,67.5997712694317,5.955070269134798,55.86039025020752,onion
71,45,62,21.756804712749023,60.59337149891438,6.720754393006633,42.94065548234068,onion
66,55,55,22.105417967177296,62.4578690224115,6.0877606226297525,42.80924175245673,onion
76,57,74,21.527383734806605,66.35252292110297,5.87937176584992,46.165945796812814,onion
73,53,58,16.396251085621003,61.9129276558347,6.493369089473463,35.22677378324923,onion
60,54,64,22.81856343162227,74.21105752291982,6.13268216789456,70.30765924366929,onion
66,59,74,19.950386519821198,69.72359738426721,6.778772567497083,71.9871893287519,onion
87,55,78,16.62595710607835,72.98109821582351,6.96300391204102,71.00523760238579,onion
66,53,62,15.524591520957706,74.12970336991441,6.397154409869987,78.8840524534908,onion
70,59,76,20.033839404290717,60.99431581701141,6.507172623508594,48.334007644416175,onion
86,47,73,12.682545671809645,64.77136803359966,6.54886446613218,67.51474824890809,onion
79,59,63,20.30390418823285,68.26680637146289,6.331145755897373,51.708021014831246,onion
72,45,70,14.71692911468278,67.02741741920403,6.082563892325519,44.25762186562754,onion
89,51,51,14.923645577236497,68.40939469707797,5.974321065843446,45.5186290783991,onion
80,57,57,19.1448535775532,65.07662131084312,6.80747365072067,38.537562986376045,onion
84,53,72,22.441750009508304,62.049433240769886,6.724121496630216,69.27150984576255,onion
89,41,60,21.28958423698247,74.36558037884805,6.696663859999177,59.574088397853515,onion
80,46,53,14.608342948643138,65.27501588919701,6.448605656125984,59.227274805316355,onion
89,48,68,23.909582751400674,69.78184724608666,6.656292203386872,40.09055892502411,onion
72,52,50,13.074750518923167,61.851647769804096,6.47909634441923,53.620902273882564,onion
62,55,77,13.785768371345416,67.47166244816172,6.998000082821118,38.244882231524535,onion
60,59,53,22.581917271936412,63.1639319809369,6.052346797105462,57.493591462463904,onion
63,55,75,21.802838162921923,63.981861537532986,6.471475595591662,58.83933742186382,onion
66,59,54,15.815461673652505,62.03610715502652,6.0809407613300275,42.63584702905795,onion
75,51,67,12.608599524840091,64.90259041482479,6.9181227136239585,69.22928609175796,onion
72,49,53,13.631730698825509,60.22906652965269,6.38641805258506,78.6150329811698,onion
66,41,69,12.424094891591789,65.91030693086307,6.704401924383124,64.62989322886712,onion
62,57,68,12.622727848408221,74.3492153708055,6.958952492559732,57.0380534131045,onion
64,40,57,12.31662805675526,68.4874054466141,6.104449480763287,74.85716553752007,onion
75,46,60,21.868476601476537,70.19819103546531,6.685472242024671,78.78976906620407,onion
83,58,50,20.39873459716542,71.21509642827306,6.424623440389482,62.05082289975753,onion
60,54,60,14.415569743419743,60.198783932436704,6.609321894572388,73.04553052296524,onion
72,47,55,22.735769876656992,67.82924713798793,5.965141826449034,61.95469036469372,onion
82,45,52,14.057668363593107,60.310572448136945,6.381292152078688,63.011943808014536,onion
85,58,67,13.886654301794884,66.11240951059145,6.022320614167123,46.17785971664586,onion
76,50,71,18.639679464170353,73.62652974767126,5.8379298642243365,50.953125700598356,onion
87,54,75,23.87740174514483,71.42309459918452,5.941868458986334,73.36843166543116,onion
87,50,52,23.44244028308592,61.146810518512055,6.870031876915332,37.54216531998693,onion
61,45,68,21.319066536359458,60.21479910585687,6.1245756720895494,68.0773725951068,onion
87,52,77,15.5441692273196,61.75919433938606,6.381816667273857,57.10337854788578,onion
83,53,79,19.82046779552786,63.59163576902929,6.092715233821419,58.38039072767783,onion
80,42,62,17.63089784023591,66.77619753522772,6.871625611494343,37.22522304339692,onion
82,54,59,20.39284458030449,73.82738591449241,6.3105166220605495,66.77457968038348,onion
69,46,78,17.73324548015117,62.24172498449372,5.925912625124671,55.3217114159783,onion
64,42,55,12.169457427734354,72.27850977302806,6.426924324726318,76.0111827543459,onion
84,52,56,16.653022287883093,66.78946419690502,5.938662791242696,38.38282507259889,onion
67,53,70,14.71662396769812,63.32423817455511,6.762242418968814,61.37948621113864,onion
78,53,52,13.499848397553164,67.25369116341191,6.43849035552307,67.02255163174928,onion
83,43,79,17.26446638181252,65.39821770468103,6.3313543709253794,74.39046254558954,onion
87,50,52,16.743899071375942,62.229654252634646,6.824915919569784,64.77300967994051,onion
81,42,50,22.55645241494571,69.79170269587667,6.07491673361516,47.35536110638637,onion
77,44,68,12.134510697342424,60.67268377232033,6.4061020818331995,41.44110071405177,onion
61,44,65,19.924719698405163,71.22579260631326,5.8156774587019004,78.9949948618383,onion
61,44,55,13.872445681248719,74.91209650788836,6.496123304591493,43.908547059760764,onion
89,56,51,18.348646661693547,72.18635876771528,5.939785589587532,52.58419402316629,onion
65,50,79,14.409748426307072,68.16030420791147,6.179305126419406,37.29570593769156,onion
66,51,77,12.877959963945123,73.8461953467756,6.384543389295131,41.32512820676238,onion
81,51,76,12.01062150662698,71.95882795706592,6.470025561248171,35.26705278031498,onion
89,41,54,23.926197106108233,63.66531856821723,5.920823607015494,65.01987236524988,onion
72,47,72,21.675705307771075,71.79277185331507,6.86434894996789,70.25946792233674,onion
77,40,70,13.518262119748385,69.65687456962601,6.456857534365933,41.06215736690664,onion
69,40,76,22.27472091318765,66.72318815603188,6.589098810160891,46.2853200904941,onion
64,58,59,23.156579650787368,65.20311864727184,5.956668882839743,66.49391471342871,onion
75,43,60,15.525576370288148,68.01490901575909,5.867015275466019,57.450121717329246,onion
66,40,66,19.44843449464335,62.30900096587241,6.866330372790006,44.50994357302494,onion
73,58,62,16.594785454849287,69.43081579839127,5.927331148749915,62.111691082741444,onion
88,50,54,17.916786833558,73.19404910171077,6.107066482077822,63.25998055210553,onion
76,52,62,19.432837074353916,68.65381385054332,6.911986777845939,58.11439892550902,onion
80,52,69,19.614105363609937,73.87315040631155,6.299515990034558,64.46708719756302,onion
78,53,78,21.123078582634804,67.33458429848311,6.403517467486127,79.54018375712315,onion
83,43,74,16.423668208187834,60.03757225416238,6.364787130592022,39.76502330476832,onion
88,52,53,18.82500767486724,61.806036618310515,6.19838236792581,36.578131173414576,onion
